SchoolEdit	ZW-102	https://linear.app/zwo/issue/ZW-102/mobile-schooledit-schoolseditid
SupplierEdit	ZW-103	https://linear.app/zwo/issue/ZW-103/mobile-supplieredit-supplierseditid
PersonnelDetail	ZW-104	https://linear.app/zwo/issue/ZW-104/mobile-personneldetail-personnelid
WarehouseCreate	ZW-105	https://linear.app/zwo/issue/ZW-105/mobile-warehousecreate-warehousescreate
StockManagement	ZW-106	https://linear.app/zwo/issue/ZW-106/mobile-stockmanagement-stock-management
