UserEdit|ZW-59|https://linear.app/zwo/issue/ZW-59/mobile-useredit-userseditid
PurchaseRequestDetail|ZW-111|https://linear.app/zwo/issue/ZW-111/mobile-purchaserequestdetail-purchase-requestsid
ProductList|ZW-112|https://linear.app/zwo/issue/ZW-112/mobile-productlist-products
ProductCreate|ZW-113|https://linear.app/zwo/issue/ZW-113/mobile-productcreate-productscreate
UserList|ZW-116|https://linear.app/zwo/issue/ZW-116/mobile-userlist-users
UserGroupWhiteboard|ZW-117|https://linear.app/zwo/issue/ZW-117/mobile-usergroupwhiteboard-user-groupswhiteboard
UserCreate|ZW-118|https://linear.app/zwo/issue/ZW-118/mobile-usercreate-userscreate
RoleCreate|ZW-119|https://linear.app/zwo/issue/ZW-119/mobile-rolecreate-rolescreate
RoleList|ZW-120|https://linear.app/zwo/issue/ZW-120/mobile-rolelist-roles
PurchaseRequests|ZW-121|https://linear.app/zwo/issue/ZW-121/mobile-purchaserequests-purchase-requests
